"Education","Gross Household Income","Skill","Age","Marrital Status","Country","Gender","WeightedAIS","Vote"
"20 or above","Level 4 60~99k","Level 6","Age46-65","Married","Scotland","Female",-0.0150654688927656,0
"20 or above","Level 2 20~39k","Level 1","Age66-85","Married","England","Male",-0.0764749192644312,1
"16 or under","Level 1 0~19k","Level 5","Age66-85","Married","Scotland","Female",0.705402814720388,1
"16 or under","Level 1 0~19k","Level 3","Age46-65","Married","England","Male",0.184768072639938,1
"20 or above","Level 5 100k or above","Level 8","Age46-65","Married","England","Male",-0.675916507156468,0
"16 or under","Level 2 20~39k","Level 5","Age46-65","Single","England","Female",0.538531701265556,0
"20 or above","Level 4 60~99k","Level 7","AgeOver85","Married","England","Female",1.19721920029103,1
"17-19","Level 4 60~99k","Level 8","Age46-65","Married","England","Male",0.0742806897402283,1
"17-19","Level 1 0~19k","Level 5","Age46-65","Single","England","Female",0.271597840574756,1
"20 or above","Level 4 60~99k","Level 7","AgeOver85","Single","England","Male",-0.263776024741704,1
"20 or above","Level 2 20~39k","Level 5","AgeOver85","Single","England","Female",-0.444952381317999,0
"20 or above","Level 4 60~99k","Level 4","Age46-65","Married","England","Female",-0.13600780983513,1
"17-19","Level 2 20~39k","Level 2","Age36-45","Married","England","Female",0,1
"16 or under","Level 2 20~39k","Level 6","Age66-85","Married","England","Male",0.876744155014415,1
"20 or above","Level 2 20~39k","Level 6","Age36-45","Single","England","Female",-0.282698830478185,0
"16 or under","Level 5 100k or above","Level 8","Age46-65","Married","England","Male",0.148045307959183,1
"20 or above","Level 1 0~19k","Level 6","Age46-65","Married","England","Female",-0.845784278311336,0
"20 or above","Level 1 0~19k","Level 5","Age46-65","Single","England","Female",1.38312055324893,1
"20 or above","Level 4 60~99k","Level 6","Age36-45","Married","Scotland","Male",-0.116455573260426,0
"20 or above","Level 2 20~39k","Level 6","Age36-45","Single","England","Female",-4.10589767818827,0
"16 or under","Level 2 20~39k","Level 7","Age66-85","Married","Scotland","Male",0.261060499895576,1
"17-19","Level 3 40~59k","Level 6","Age36-45","Married","England","Male",0,1
"20 or above","Level 3 40~59k","Level 6","AgeOver85","Single","England","Female",-0.465924289070447,0
"20 or above","Level 1 0~19k","Level 6","Age46-65","Single","England","Male",-0.202673801322972,0
"16 or under","Level 1 0~19k","Level 2","Age46-65","Single","England","Female",0.216225774589482,0
"17-19","Level 2 20~39k","Level 2","Age46-65","Single","England","Female",0.800955506815394,1
"20 or above","Level 3 40~59k","Level 6","Age46-65","Single","England","Male",-0.3999154306842,0
"17-19","Level 2 20~39k","Level 7","Age46-65","Single","England","Male",-2.12301663427157,0
"16 or under","Level 3 40~59k","Level 8","AgeOver85","Married","England","Male",2.13635602416945,1
"16 or under","Level 1 0~19k","Level 1","Age46-65","Single","Scotland","Male",-0.200174336376966,0
"16 or under","Level 3 40~59k","Level 6","Age46-65","Married","England","Male",1.42591448353489,1
"20 or above","Level 1 0~19k","Level 6","Age66-85","Married","England","Male",-0.200768917261256,0
"20 or above","Level 4 60~99k","Level 5","Age46-65","Married","England","Female",-0.534276768617561,0
"20 or above","Level 2 20~39k","Level 6","Age46-65","Married","England","Female",0.72980094456923,1
"16 or under","Level 2 20~39k","Level 1","Age46-65","Single","England","Male",0.887851727783499,1
"16 or under","Level 1 0~19k","Level 5","Age66-85","Single","England","Female",0.45225719611596,1
"16 or under","Level 2 20~39k","Level 7","Age66-85","Married","Scotland","Male",-0.101790475048647,0
"16 or under","Level 2 20~39k","Level 4","Age46-65","Married","England","Female",2.47892502118843,1
"16 or under","Level 1 0~19k","Level 2","Age46-65","Single","England","Female",1.08251889327338,1
"16 or under","Level 2 20~39k","Level 4","Age66-85","Married","England","Male",0.324237509295735,1
"16 or under","Level 2 20~39k","Level 5","AgeOver85","Single","England","Female",0.432204375576841,0
"16 or under","Level 1 0~19k","Level 2","Age46-65","Single","England","Female",1.09057769347414,1
"20 or above","Level 4 60~99k","Level 6","Age66-85","Married","England","Male",-0.538300979027428,0
"20 or above","Level 2 20~39k","Level 7","Age46-65","Single","England","Male",-0.546810486733277,0
"16 or under","Level 2 20~39k","Level 8","Age66-85","Married","England","Male",0.492894826485592,1
"17-19","Level 2 20~39k","Level 8","Age46-65","Single","England","Male",0.0706303671944596,0
"20 or above","Level 4 60~99k","Level 7","Age36-45","Single","England","Male",0.184449915179265,1
"20 or above","Level 2 20~39k","Level 5","Age36-45","Single","Scotland","Female",0.19386250099461,1
"17-19","Level 4 60~99k","Level 4","Age46-65","Single","England","Male",-0.356956755657543,0
"16 or under","Level 1 0~19k","Level 1","AgeOver85","Single","Wales","Female",0.33125315744067,1
"16 or under","Level 2 20~39k","Level 3","Age66-85","Married","Scotland","Male",0.0223226077000271,1
"16 or under","Level 1 0~19k","Level 2","Age46-65","Single","England","Female",0.505375636782493,1
"16 or under","Level 2 20~39k","Level 7","Age66-85","Married","England","Male",0.788367146710512,1
"20 or above","Level 3 40~59k","Level 6","Age46-65","Married","Scotland","Female",-0.129863521458303,0
"20 or above","Level 1 0~19k","Level 7","Age36-45","Single","Wales","Female",0.174145718398959,0
"20 or above","Level 2 20~39k","Level 3","Age36-45","Single","England","Male",-1.10721420059967,1
"16 or under","Level 2 20~39k","Level 3","Age66-85","Married","England","Male",1.0623283329084,1
"16 or under","Level 1 0~19k","Level 6","Age66-85","Married","England","Female",0.403047027704497,0
"17-19","Level 2 20~39k","Level 7","Age66-85","Married","Scotland","Male",0.0412232640160912,1
"20 or above","Level 2 20~39k","Level 6","Age36-45","Married","England","Male",-0.818351826022499,0
"17-19","Level 1 0~19k","Level 6","Age46-65","Single","England","Male",-0.584940112865286,0
"16 or under","Level 1 0~19k","Level 6","Age46-65","Married","England","Male",-0.232284807903021,0
"16 or under","Level 3 40~59k","Level 6","Age36-45","Married","England","Male",-0.5224925,0
"16 or under","Level 1 0~19k","Level 3","Age66-85","Single","England","Male",0.306374079670304,1
"16 or under","Level 2 20~39k","Level 6","Age66-85","Married","Scotland","Male",0.243656492421881,1
"20 or above","Level 1 0~19k","Level 2","Age46-65","Single","Wales","Female",0.261679871869613,1
"17-19","Level 2 20~39k","Level 5","Age46-65","Single","England","Female",-0.161501529388764,0
"17-19","Level 2 20~39k","Level 2","Age46-65","Single","England","Male",-0.336430447557559,0
"16 or under","Level 2 20~39k","Level 3","Age46-65","Single","Scotland","Female",0.190439731028603,1
"17-19","Level 1 0~19k","Level 6","Age46-65","Single","Wales","Female",0.236857005340601,1
"17-19","Level 3 40~59k","Level 5","Age36-45","Married","England","Male",0.273405250218724,1
"20 or above","Level 3 40~59k","Level 5","Age36-45","Married","England","Male",-1.30411075717999,0
"20 or above","Level 4 60~99k","Level 7","AgeOver85","Single","England","Male",-1.68980551984249,0
"20 or above","Level 3 40~59k","Level 6","AgeOver85","Single","England","Male",-0.275764633375859,0
"17-19","Level 2 20~39k","Level 3","Age46-65","Married","Scotland","Male",0.530873799971393,1
"20 or above","Level 4 60~99k","Level 6","AgeOver85","Single","England","Male",-1.47907963034726,1
"20 or above","Level 3 40~59k","Level 5","Age66-85","Married","England","Female",0.308874572310472,0
"17-19","Level 5 100k or above","Level 5","Age46-65","Married","England","Female",-0.204011714752695,1
"20 or above","Level 3 40~59k","Level 6","Age46-65","Single","England","Female",-0.169214236795977,0
"16 or under","Level 2 20~39k","Level 4","Age46-65","Married","England","Male",-0.130231888758657,1
"16 or under","Level 2 20~39k","Level 2","Age46-65","Married","England","Female",1.79122364953397,1
"17-19","Level 2 20~39k","Level 6","Age66-85","Married","England","Male",0.285693254690991,0
"17-19","Level 2 20~39k","Level 4","Age46-65","Married","Wales","Male",-0.030656807707791,0
"16 or under","Level 3 40~59k","Level 6","Age46-65","Married","England","Male",-1.21243824323326,0
"20 or above","Level 3 40~59k","Level 7","Age66-85","Married","England","Male",-0.0748532841405605,0
"20 or above","Level 1 0~19k","Level 6","Age46-65","Single","England","Female",-0.0424107845951075,1
"16 or under","Level 2 20~39k","Level 7","Age66-85","Married","England","Male",0.574709700257297,1
"16 or under","Level 2 20~39k","Level 6","Age46-65","Single","England","Male",-0.37392471066673,0
"16 or under","Level 2 20~39k","Level 3","Age36-45","Single","England","Male",0.908428083271876,0
"20 or above","Level 1 0~19k","Level 2","Age46-65","Single","England","Female",0.467224045375328,0
"17-19","Level 4 60~99k","Level 7","Age46-65","Married","England","Male",0.619983900643416,1
"20 or above","Level 1 0~19k","Level 6","Age46-65","Single","Scotland","Male",-0.38233132688049,0
"16 or under","Level 1 0~19k","Level 3","Age66-85","Married","England","Male",0.538344668478298,1
"16 or under","Level 1 0~19k","Level 5","Age66-85","Single","England","Female",0.255380534702004,1
"16 or under","Level 1 0~19k","Level 3","Age46-65","Single","England","Male",0.479328287802346,1
"16 or under","Level 1 0~19k","Level 6","Age66-85","Married","England","Male",0.175278898637023,1
"16 or under","Level 1 0~19k","Level 4","Age46-65","Single","England","Male",-0.0712737189124173,0
"17-19","Level 1 0~19k","Level 4","Age46-65","Married","Scotland","Male",0.185397443573003,1
"20 or above","Level 3 40~59k","Level 6","Age46-65","Married","England","Male",0.98271132729184,0
"16 or under","Level 3 40~59k","Level 7","Age46-65","Married","Scotland","Male",-0.148849868950947,0
"20 or above","Level 3 40~59k","Level 5","AgeOver85","Single","England","Female",-2.17779996604277,0
"17-19","Level 4 60~99k","Level 6","Age46-65","Single","Scotland","Male",0.60199167086506,1
"20 or above","Level 4 60~99k","Level 2","Age19-35","Married","Scotland","Female",-0.727872108367778,0
"16 or under","Level 1 0~19k","Level 8","Age46-65","Married","England","Male",0.95949701510353,1
"20 or above","Level 1 0~19k","Level 6","Age66-85","Single","England","Female",-0.24375333308958,0
"16 or under","Level 2 20~39k","Level 3","Age36-45","Married","England","Female",2.77961623436957,1
"16 or under","Level 4 60~99k","Level 7","Age46-65","Single","England","Male",0.96948953682987,1
"16 or under","Level 1 0~19k","Level 5","Age66-85","Married","England","Male",-0.247792777488321,0
"16 or under","Level 5 100k or above","Level 7","Age46-65","Married","England","Male",-0.177241612434504,1
"20 or above","Level 1 0~19k","Level 5","Age46-65","Single","Scotland","Female",0.0973822859428215,1
"20 or above","Level 5 100k or above","Level 6","Age36-45","Married","Scotland","Female",-0.183765565484347,1
"20 or above","Level 1 0~19k","Level 2","AgeOver85","Single","England","Male",-2.5073514777105,0
"20 or above","Level 2 20~39k","Level 6","AgeOver85","Married","England","Male",-0.452775558482213,0
"16 or under","Level 3 40~59k","Level 2","Age46-65","Married","England","Male",-0.119934508309048,1
"17-19","Level 2 20~39k","Level 6","Age46-65","Single","Wales","Female",0.100947332554703,1
"20 or above","Level 2 20~39k","Level 6","Age46-65","Married","Wales","Male",0.0801451226307957,0
"16 or under","Level 1 0~19k","Level 2","Age46-65","Married","England","Female",-0.439929454895884,0
"16 or under","Level 1 0~19k","Level 1","Age46-65","Single","Scotland","Male",0.655222316112521,1
"16 or under","Level 1 0~19k","Level 5","AgeOver85","Single","Wales","Female",0.267073367443742,0
"16 or under","Level 1 0~19k","Level 3","Age46-65","Married","England","Female",1.34817094446811,1
"16 or under","Level 2 20~39k","Level 2","Age46-65","Single","England","Male",-0.152792536286182,0
"17-19","Level 2 20~39k","Level 6","Age46-65","Single","England","Male",-0.04654875037239,0
"16 or under","Level 2 20~39k","Level 6","Age66-85","Married","England","Male",0,0
"17-19","Level 2 20~39k","Level 5","Age46-65","Married","England","Female",0.138632889404687,1
"17-19","Level 1 0~19k","Level 6","Age66-85","Married","Wales","Female",0.3219254693187,1
"17-19","Level 1 0~19k","Level 3","Age46-65","Single","England","Female",0.426650523286609,0
"16 or under","Level 1 0~19k","Level 2","Age46-65","Married","England","Female",1.70797999471944,1
"16 or under","Level 1 0~19k","Level 1","Age66-85","Single","England","Male",1.63205364854869,1
"16 or under","Level 1 0~19k","Level 5","Age66-85","Single","England","Female",0.151054003679572,1
"17-19","Level 2 20~39k","Level 4","Age36-45","Married","England","Female",0.226400330400862,1
"16 or under","Level 2 20~39k","Level 1","Age46-65","Married","Scotland","Male",0,0
"20 or above","Level 1 0~19k","Level 4","Age66-85","Married","England","Male",-0.195447063023702,0
"20 or above","Level 2 20~39k","Level 7","Age36-45","Single","England","Female",-0.183168472755262,0
"16 or under","Level 2 20~39k","Level 5","Age66-85","Married","England","Female",0.173448730191409,1
"16 or under","Level 4 60~99k","Level 7","Age46-65","Married","England","Male",0,0
"16 or under","Level 3 40~59k","Level 7","Age46-65","Single","Scotland","Male",0.200920602074893,1
"17-19","Level 4 60~99k","Level 8","Age46-65","Married","England","Male",0.765476262456519,1
"20 or above","Level 3 40~59k","Level 6","AgeOver85","Single","Scotland","Female",0.0737012943754669,1
"16 or under","Level 2 20~39k","Level 5","Age46-65","Single","England","Female",0.0473594240196937,1
"20 or above","Level 2 20~39k","Level 6","Age66-85","Married","Scotland","Male",-0.0757554010703554,0
"20 or above","Level 2 20~39k","Level 6","Age66-85","Married","England","Male",-0.185678951285936,0
"16 or under","Level 1 0~19k","Level 1","Age66-85","Married","England","Male",0.552057000644481,1
"17-19","Level 4 60~99k","Level 8","Age46-65","Married","England","Male",-0.00999283724567497,0
"16 or under","Level 4 60~99k","Level 5","Age46-65","Married","England","Female",2.2320806163781,0
"16 or under","Level 1 0~19k","Level 4","Age46-65","Married","England","Male",1.64756485225551,1
"16 or under","Level 1 0~19k","Level 2","Age66-85","Married","England","Male",0,0
"16 or under","Level 3 40~59k","Level 7","Age46-65","Married","England","Female",0.350009210590145,1
"16 or under","Level 1 0~19k","Level 5","Age46-65","Single","England","Female",0.794251899968627,1
"16 or under","Level 1 0~19k","Level 2","Age46-65","Single","England","Female",0.304171551870859,0
"20 or above","Level 4 60~99k","Level 7","Age66-85","Married","England","Male",-0.185701724684834,0
"17-19","Level 2 20~39k","Level 6","Age46-65","Single","Wales","Female",-0.0327561982832508,0
"20 or above","Level 4 60~99k","Level 6","Age36-45","Married","England","Female",-0.132802947751387,0
"17-19","Level 2 20~39k","Level 6","Age36-45","Single","Wales","Male",-0.141546100519896,0
"17-19","Level 2 20~39k","Level 5","Age46-65","Married","England","Female",0.659872502031269,1
"20 or above","Level 2 20~39k","Level 7","Age66-85","Married","Scotland","Male",-0.06817985,0
